group,credit_score,repay_prob,loan_granted
white,593.6688457603758,0.41549159230575816,0
white,850.0,0.955496644737713,1
white,767.3589732162254,0.8696785582689432,1
white,714.8646255329091,0.7682035296778784,1
white,534.9983034977798,0.2456322299383532,0
white,520.8442254369037,0.21085833590499511,0
white,467.05759991124125,0.11547149093785902,0
white,850.0,0.955496644737713,1
white,714.2414171347783,0.766720596422197,1
white,787.3945483924937,0.8970862400976995,1
white,421.3127325322696,0.06591079479382266,0
white,850.0,0.9551121777036382,1
white,836.6400692514586,0.9438461319281223,1
white,542.8044501335701,0.2666257536051631,0
white,534.770791733355,0.2437901856921205,0
white,528.2656001439,0.22969528164696343,0
white,578.6034886557001,0.3677074052964269,0
white,631.6439348689942,0.5375302537912249,0
white,604.7261114689022,0.45180714888138557,0
white,563.1100852903735,0.32233649032985034,0
white,663.416364832182,0.6560073113694707,1
white,514.5637100456843,0.198362431426747,0
white,567.5498062807276,0.3360371092048095,0
white,600.9536869518437,0.4390240780606684,0
white,612.9948447724262,0.48069808007366915,0
white,831.7666832710376,0.9403012438134546,1
white,535.2407076248206,0.24468521425786757,0
white,636.6332799520113,0.5577418241556467,0
white,729.7700680617954,0.8016969481465619,1
white,455.45441511822315,0.09984774118480316,0
white,705.3162001515126,0.7447647387612968,1
white,526.1585568292129,0.2238946762970777,0
white,480.91769846958346,0.13674257795484107,0
white,850.0,0.9552938921294546,1
white,850.0,0.955496644737713,1
white,850.0,0.955496644737713,1
white,564.1326440325241,0.32494059752480453,0
white,509.39813112967903,0.18775392676282782,0
white,753.7663418514909,0.8477271123726364,1
white,608.1884478739195,0.46182365797774355,0
white,511.41809176183204,0.19301667452559573,0
white,628.4448676750472,0.5301585083833641,0
white,449.7619930432128,0.09351350985073573,0
white,850.0,0.955496644737713,1
white,567.1985496405382,0.3300752375146007,0
white,738.8951921682402,0.820332608597294,1
white,577.5472793185638,0.3625217097333011,0
white,632.4913643429741,0.5452539674291945,0
white,676.6338641361548,0.6656223715889266,1
white,531.2837942082488,0.2365685641782694,0
white,850.0,0.955496644737713,1
white,848.6415106623967,0.9517490926366101,1
white,850.0,0.955496644737713,1
white,850.0,0.955496644737713,1
white,780.1254285844158,0.8877876026415068,1
white,850.0,0.955496644737713,1
white,499.1910278467884,0.16641403612216582,0
white,537.7294755866296,0.2516456670772791,0
white,452.6241780091044,0.09697093452894139,0
white,582.7682625483352,0.38144427898154076,0
white,595.9780681777984,0.425210793703598,0
white,574.0482892505186,0.35258488350280026,0
white,850.0,0.955496644737713,1
white,600.3101131822283,0.4347662678680029,0
white,572.2984681917706,0.34803837000607485,0
white,678.528916722808,0.671222377119326,1
white,512.3162043990459,0.1927249691989788,0
white,850.0,0.955496644737713,1
white,485.3667029819163,0.14215121326517874,0
white,850.0,0.955496644737713,1
white,810.4475487254355,0.9222009538313491,1
white,551.1042938362558,0.284887601225493,0
white,388.222536545389,0.04426672632748706,0
white,841.420080834065,0.9534222273690999,1
white,794.8607630647571,0.9059203968613558,1
white,810.9779080714509,0.9227067928318108,1
white,850.0,0.955496644737713,1
white,477.86893731853104,0.13186110221408867,0
white,583.8465141727066,0.3831240583171786,0
white,502.4059694602747,0.1750191268752461,0
white,850.0,0.955496644737713,1
white,683.6070700112001,0.7139734082149728,1
white,581.1135090186277,0.37491800136483666,0
white,483.1168123233298,0.13840404586701976,0
white,574.3237778184779,0.3538189041648967,0
white,587.3941714248907,0.39244064638454007,0
white,812.2290183909638,0.9327500032363301,1
white,704.7793836722228,0.7680010846413536,1
white,850.0,0.955496644737713,1
white,620.2909299518342,0.5010302211086678,0
white,503.5824089564807,0.17597993005469578,0
white,792.4559597140521,0.9031518252048331,1
white,814.1523346238475,0.9343408574076573,1
white,647.4044788136235,0.6063654025493611,1
white,850.0,0.9554190231866148,1
white,643.6484425412467,0.5943503812477858,1
white,664.7701546184734,0.6295457863832592,1
white,603.8805284259602,0.4477264050595573,0
white,430.5126994814333,0.0740529671372598,0
white,513.1912575768796,0.19517095923589636,0
white,449.40075161701634,0.0937989406259423,0
white,734.470564116425,0.8114726388911717,1
white,566.0604283083546,0.3296133052585069,0
white,631.2894479877159,0.5377531759097051,0
white,850.0,0.955496644737713,1
white,562.158651501998,0.3183747745736924,0
white,601.6766819108769,0.4432010382661308,0
white,815.4530145891026,0.9268563671049971,1
white,549.7654837016722,0.2828927239905164,0
white,483.2463347279968,0.13920980182359619,0
white,579.2645243332288,0.3688738813428084,0
white,524.9853182133706,0.22185490986304754,0
white,850.0,0.955496644737713,1
white,846.9967522760714,0.9507319656136082,1
white,752.0476731126663,0.8447454058569623,1
white,850.0,0.9551370031780154,1
white,850.0,0.955496644737713,1
white,532.2123538539614,0.23802258563043224,0
white,850.0,0.9554263905677843,1
white,640.2912255964721,0.5694698056426928,0
white,802.4064301504192,0.914152039215525,1
white,850.0,0.955496644737713,1
white,568.2708706524148,0.3369283984792797,0
white,506.7157687030837,0.18059250928474566,0
white,544.2031216025516,0.2660550093631737,0
white,607.8058446985877,0.46045798047853975,0
white,850.0,0.955496644737713,1
white,850.0,0.955496644737713,1
white,394.40188189573644,0.047153998753900084,0
white,639.0350599562066,0.567231633927582,0
white,606.1567469388626,0.45548030223171915,0
white,541.8230422521935,0.2637744473592466,0
white,524.9835914995178,0.218219049352388,0
white,585.7176007965721,0.3900709365390022,0
white,850.0,0.9554661959259129,1
white,584.3237477500114,0.3834145737984048,0
white,633.5245304793042,0.546645560196109,0
white,779.3252403008992,0.8867203253444261,1
white,590.7251178868933,0.40589286192909757,0
white,850.0,0.955496644737713,1
white,850.0,0.955496644737713,1
white,567.1815030245427,0.3306165366331323,0
white,632.2706186404783,0.5413313388216717,0
white,582.689040404226,0.379572353403474,0
white,570.8020578364035,0.34480903810244257,0
white,453.720624082968,0.09805334727015048,0
white,727.4066255705956,0.7966394489925676,1
white,628.4903293068185,0.5267677684836847,0
white,456.3141430839323,0.10299827978676439,0
white,563.5447042000555,0.3213938798761503,0
white,850.0,0.955496644737713,1
white,560.2878455916068,0.31022930712523383,0
white,518.6526151066,0.20935756589581364,0
white,625.7440473918837,0.522184560130445,0
white,850.0,0.955496644737713,1
white,563.9786788169175,0.3227168866888457,0
white,754.4959033151116,0.8652905812280041,1
white,846.5671522008546,0.9504629683047482,1
white,568.6219401079619,0.33517405581623794,0
white,804.9586761795717,0.9167852785502996,1
white,602.294500413322,0.44343629562407216,0
white,744.1177225149997,0.8303678181509857,1
white,709.860457957225,0.756110591670369,1
white,637.7471578556887,0.5614236903836147,0
white,493.92814313962515,0.157815227033509,0
white,850.0,0.955496644737713,1
white,585.9200128108047,0.3927399911590519,0
